,source,itemID,itemLink,title,price,totalComment,score,good,normal,bad,itemDetail,shopId,shopUrl
88,taobao,574164741304,https://item.taobao.com/item.htm?id=574164741304,新款汽车行车记录仪双镜头高清夜视全景360度倒车影像监控方正,389.00 - 599.00,55,,55.0,0.0,0.0,主镜头光圈:?F2.0品牌:?IFOUND型号:?T60套餐:?套餐一 套餐二 套餐三 套餐四 套餐五 套餐六安装类型:?后视镜影像分辨率:?1080p拍照像素:?1800万摄像像素:?1200万画面视角:?170°运行内存:?16GB镜头数量:?双镜头颜色分类:?其他颜色屏幕尺寸:?4.0英寸功能:?夜视加强 夜视补光 循环录像 移动侦测 倒车影像 停车监控 前车碰撞预警 行人防撞预警 前后录像 前后双镜头,336881662,shop336881662.taobao.com/
89,taobao,529187607393,https://item.taobao.com/item.htm?id=529187607393,行车记录仪单双镜头高清夜视1080p后视镜一体机倒车影像停车监控,106.00 - 536.00,1480,,1478.0,1.0,1.0,CCC证书编号:?主镜头光圈:?F2.0品牌:?鑫诠型号:?W880套餐:?官方标配 套餐一 套餐二 套餐三 套餐四 套餐五 套餐六 套餐七 套餐八安装类型:?后视镜影像分辨率:?1080p拍照像素:?1800万及以上摄像像素:?1800万画面视角:?170°运行内存:?2GB镜头数量:?双镜头颜色分类:?带电子狗 不带电子狗屏幕尺寸:?4.3英寸功能:?夜视加强 夜视补光 循环录像 微光夜视加强 画面畸形修正 移动侦测 GPS定位 倒车影像 停车监控 固定测速 流动测速 碰撞感应 前后录像 前后双镜头,118517940,shop118517940.taobao.com/
90,taobao,560909287598,https://item.taobao.com/item.htm?id=560909287598,任E行F8行车记录仪高清夜视双镜头隐藏式前后1秒1拍停车监控WiFi,998.00 - 1458.00,55,,55.0,0.0,0.0,CCC证书编号:?产品名称:?任E行 F8主镜头光圈:?F2.0品牌:?任E行型号:?F8套餐:?官方标配 套餐一 套餐二 套餐三 套餐四安装类型:?迷你机影像分辨率:?2160p拍照像素:?1200万摄像像素:?500万画面视角:?170°运行内存:?2GB镜头数量:?双镜头颜色分类:?黑色 双镜头WiFi 黑色屏幕尺寸:?4.3英寸功能:?夜视加强 夜视补光 循环录像 微光夜视加强 移动侦测 WIFI 停车监控 短视频分享 碰撞感应 车牌水印 前后录像 前后双镜头,107724105,rexqiyedian.taobao.com/
91,taobao,571495265321,https://item.taobao.com/item.htm?id=571495265321,新款汽车载中控台式行车记录仪单双镜头 高清夜视全景迷你一体机,458.00 - 838.00,116,,116.0,0.0,0.0,主镜头光圈:?F2.0品牌:?Mfine/迈方型号:?MF100套餐:?官方标配 套餐一 套餐二 套餐三 套餐四 套餐五 套餐六 套餐七 套餐八安装类型:?中控式影像分辨率:?1296P拍照像素:?1200万摄像像素:?1200万画面视角:?170°运行内存:?2GB镜头数量:?双镜头颜色分类:?黑色屏幕尺寸:?2.0英寸功能:?夜视加强 夜视补光 循环录像 画面畸形修正 移动侦测 倒车影像 停车监控 碰撞感应 前后录像 前后双镜头,104994353,shop104994353.taobao.com/
92,tmall,559479627099,https://detail.tmall.com/item.htm?id=559479627099,360行车记录仪高清夜视24小时监控新款汽车载无线测速电子狗一体,1299.00 - 1409.00,88717,4.8,,,,产品名称：360 G300主镜头光圈:?F2.2品牌:?360型号:?G300套餐:?官方标配?套餐一?套餐二?套餐三?套餐四?套餐五?套餐六?套餐七?套餐八安装类型:?迷你机影像分辨率:?1080p拍照像素:?200万摄像像素:?200万画面视角:?140°运行内存:?无镜头数量:?单镜头颜色分类:?黑色屏幕尺寸:?2.0英寸功能:?夜视加强?夜视补光?循环录像?画面畸形修正?移动侦测?GPS定位?WIFI?停车监控?固定测速?疲劳驾驶提醒?短视频分享?碰撞感应?限速标志提醒,129425083,360chepin.tmall.com
93,tmall,563607030343,https://detail.tmall.com/item.htm?id=563607030343,正际新款汽车载行车记录仪双镜头24小时监控高清夜视全景倒车影像,495.00 - 1150.00,52844,4.8,,,,产品名称：正际 C11主镜头光圈:?F2.0品牌:?正际型号:?C11套餐:?官方标配?套餐一?套餐二?套餐三?套餐四?套餐五?套餐六?套餐七?套餐八安装类型:?后视镜影像分辨率:?1080p拍照像素:?1200万摄像像素:?600万画面视角:?170°运行内存:?无镜头数量:?双镜头颜色分类:?黑色屏幕尺寸:?4.3英寸功能:?夜视加强?循环录像?画面畸形修正?移动侦测?GPS定位?倒车影像?停车监控?固定测速?流动测速?碰撞感应?前后录像?前后双镜头,115040507,zhengjizyj.tmall.com
94,tmall,548029882169,https://detail.tmall.com/item.htm?id=548029882169,360行车记录仪新款汽车载双镜头高清夜视360度全景倒车影像一体机,1999.00 - 2699.00,171976,4.8,,,,产品名称：360 M301主镜头光圈:?F2.2品牌:?360型号:?M301套餐:?官方标配?套餐一?套餐二?套餐三?套餐四?套餐五?套餐六?套餐七?套餐八安装类型:?后视镜影像分辨率:?1080p拍照像素:?200万摄像像素:?200万画面视角:?140°运行内存:?128MB镜头数量:?双镜头颜色分类:?黑色屏幕尺寸:?4.3英寸功能:?夜视加强?循环录像?画面畸形修正?WIFI?倒车影像?停车监控?短视频分享?碰撞感应?前后录像,129425083,360chepin.tmall.com
95,tmall,568555293239,https://detail.tmall.com/item.htm?id=568555293239,捷渡新款行车记录仪高清夜视全景双镜头24小时监控导航电子狗一体,569.00 - 1099.00,14180,4.8,,,,"产品名称：JADO/捷渡 D530主镜头光圈:?F2.0品牌:?JADO/捷渡型号:?D530套餐:?官方标配?套餐一?套餐二?套餐三?套餐四?套餐五?套餐六?套餐七?套餐八安装类型:?后视镜影像分辨率:?1080p拍照像素:?1200万摄像像素:?500万画面视角:?140°运行内存:?1GB镜头数量:?双镜头颜色分类:?黑色屏幕尺寸:?8英寸功能:?夜视加强?夜视补光?循环录像?微信查车，智能声控，微信接人，违章查询，FM发射，?微光夜视加强?GPS定位?GPS导航?WIFI?上网?倒车影像?停车监控?碰撞感应?前后录像?智能声控,微信接人,FM发射",349463420,jadodx.tmall.com
96,tmall,565699560376,https://detail.tmall.com/item.htm?id=565699560376,捷渡新款行车记录仪双镜头高清夜视24小时监控全景汽车倒车影像,798.00 - 1398.00,17233,4.9,,,,"产品名称：JADO/捷渡 D880主镜头光圈:?F2.0品牌:?JADO/捷渡型号:?D880套餐:?官方标配?套餐一?套餐二?套餐三?套餐四?套餐五?套餐六安装类型:?后视镜影像分辨率:?1080p拍照像素:?1200万摄像像素:?500万画面视角:?140°运行内存:?1GB镜头数量:?双镜头颜色分类:?哑黑色屏幕尺寸:?7英寸功能:?夜视加强?夜视补光?循环录像?微信查车，智能声控，微信接人，违章查询，FM发射，?微光夜视加强?移动侦测?GPS定位?GPS导航?WIFI?上网?倒车影像?停车监控?前车碰撞预警?前车车距侦测?固定测速?碰撞感应?轨道偏移预警?前后录像?前后双镜头?智能声控,微信接人,FM发射",112435751,jyccp.tmall.com
97,tmall,572396524673,https://detail.tmall.com/item.htm?id=572396524673,威仕特新款行车记录仪全景高清夜视双镜头24小时监控电子狗一体,438.00 - 1078.00,3954,4.8,,,,"产品名称：威仕特 H8主镜头光圈:?F2.2品牌:?威仕特型号:?H8套餐:?官方标配?套餐一?套餐二?套餐三?套餐四?套餐五?套餐六?套餐七?套餐八安装类型:?后视镜影像分辨率:?1080p拍照像素:?1600万摄像像素:?800万画面视角:?170°运行内存:?2GB镜头数量:?双镜头颜色分类:?黑色屏幕尺寸:?8英寸功能:?循环录像?微信查车，智能声控，微信接人，违章查询，FM发射，?微光夜视加强?GPS定位?GPS导航?WIFI?倒车影像?停车监控?固定测速?碰撞感应?蓝牙?轨道偏移预警?前后录像?前后双镜头?智能声控,微信接人,FM发射",145717489,weishiteryjh.tmall.com
98,tmall,541440852748,https://detail.tmall.com/item.htm?id=541440852748,凌度?新款行车记录仪双镜头高清夜视汽车全景导航倒车影像一体机,1299.00 - 2599.00,43735,4.9,,,,"产品名称：凌度 HS710主镜头光圈:?F2.0品牌:?凌度型号:?HS710套餐:?官方标配?套餐一?套餐二?套餐三?套餐四?套餐五?套餐六?套餐七?套餐八安装类型:?后视镜影像分辨率:?1080p拍照像素:?1600万摄像像素:?500万画面视角:?170°运行内存:?1GB镜头数量:?双镜头颜色分类:?黑色屏幕尺寸:?8英寸功能:?循环录像?微信查车，智能声控，微信接人，违章查询，FM发射，?微光夜视加强?移动侦测?GPS定位?GPS导航?WIFI?上网?倒车影像?停车监控?前车碰撞预警?前车起步提醒?前车车距侦测?变道辅助?固定测速?流动测速?疲劳驾驶提醒?碰撞感应?蓝牙?行人防撞预警?轨道偏移预警?限速标志提醒?前后录像?前后双镜头?智能声控,微信接人,FM发射",381185117,lingduhongyi.tmall.com
99,tmall,564415875899,https://detail.tmall.com/item.htm?id=564415875899,新款凌度行车记录仪双镜头高清夜视倒车影像24小时监控360度全景,718.00 - 1189.00,12802,4.9,,,,"产品名称：凌度 HS900主镜头光圈:?F2.0品牌:?凌度型号:?HS900套餐:?官方标配?套餐一?套餐二?套餐三?套餐四?套餐五安装类型:?后视镜影像分辨率:?1080p拍照像素:?1200万摄像像素:?500万画面视角:?140°运行内存:?1GB镜头数量:?双镜头颜色分类:?银色屏幕尺寸:?8英寸功能:?夜视加强?循环录像?微信查车，智能声控，微信接人，违章查询，FM发射，?微光夜视加强?画面畸形修正?移动侦测?GPS定位?GPS导航?WIFI?上网?倒车影像?停车监控?前车碰撞预警?前车起步提醒?变道辅助?固定测速?流动测速?短视频分享?碰撞感应?蓝牙?轨道偏移预警?限速标志提醒?前后录像?前后双镜头?智能声控,微信接人,FM发射",258374536,wxhcp.tmall.com
100,tmall,567652930879,https://detail.tmall.com/item.htm?id=567652930879,行车记录仪测速电子狗一体机新款汽车双镜头倒车影像高清全景夜视,668.00,8286,4.9,,,,产品名称：豪捷 A8主镜头光圈:?F2.0品牌:?豪捷型号:?A8套餐:?套餐一?套餐二?套餐三?套餐四?套餐五?套餐六?套餐七?套餐八安装类型:?迷你机影像分辨率:?1080p拍照像素:?1200万摄像像素:?800万画面视角:?170°运行内存:?无镜头数量:?双镜头颜色分类:?黑色屏幕尺寸:?2.4英寸功能:?夜视加强?夜视补光?循环录像?微光夜视加强?移动侦测?GPS定位?倒车影像?停车监控?固定测速?流动测速?碰撞感应?前后录像?前后双镜头,109552143,haojie.tmall.com
101,tmall,572667997775,https://detail.tmall.com/item.htm?id=572667997775,任e行新款行车记录仪双镜头高清夜视全景24小时监控导航带电子狗,438.00 - 1278.00,2820,4.9,,,,"产品名称：任E行 EM99主镜头光圈:?F2.0品牌:?任E行型号:?EM99套餐:?官方标配?套餐一?套餐二?套餐三?套餐四?套餐五?套餐六?套餐七?套餐八安装类型:?后视镜影像分辨率:?1080p拍照像素:?1200万摄像像素:?500万画面视角:?170°运行内存:?2GB镜头数量:?双镜头颜色分类:?黑色屏幕尺寸:?7英寸功能:?夜视加强?循环录像?微信查车，智能声控，微信接人，违章查询，FM发射，?微光夜视加强?移动侦测?GPS定位?GPS导航?WIFI?上网?倒车影像?停车监控?固定测速?流动测速?短视频分享?碰撞感应?蓝牙?限速标志提醒?前后录像?前后双镜头?智能声控,微信接人,FM发射",116247862,zpdcp.tmall.com
102,tmall,562554411711,https://detail.tmall.com/item.htm?id=562554411711,新款单双镜头行车记录仪高清夜视汽车载带电子狗一体机360度全景,268.00 - 458.00,19142,4.8,,,,产品名称：裕创意 CY908主镜头光圈:?F2.0品牌:?裕创意型号:?CY908套餐:?官方标配?套餐一?套餐二?套餐三?套餐四?套餐五?套餐六?套餐七?套餐八安装类型:?迷你机影像分辨率:?1080p拍照像素:?1200万摄像像素:?800万画面视角:?140°运行内存:?无镜头数量:?双镜头颜色分类:?黑色屏幕尺寸:?2.4英寸功能:?夜视加强?循环录像?画面畸形修正?移动侦测?GPS定位?倒车影像?停车监控?固定测速?流动测速?碰撞感应?限速标志提醒?前后录像?前后双镜头,110866404,yuchuangyi.tmall.com
103,tmall,567089354448,https://detail.tmall.com/item.htm?id=567089354448,新款凌度行车记录仪双镜头高清夜视全景流媒体汽车载导航测速一体,1369.00 - 2199.00,10723,4.9,,,,"产品名称：凌度 HS920主镜头光圈:?F1.8品牌:?凌度型号:?HS920套餐:?官方标配?套餐一?套餐二?套餐三?套餐四?套餐五?套餐六?套餐七?套餐八安装类型:?后视镜影像分辨率:?1296P拍照像素:?1600万摄像像素:?200万画面视角:?170°运行内存:?2GB镜头数量:?双镜头颜色分类:?白色屏幕尺寸:?8英寸功能:?夜视加强?夜视补光?循环录像?微信查车，智能声控，微信接人，违章查询，FM发射，?微光夜视加强?画面畸形修正?移动侦测?GPS定位?GPS导航?WIFI?上网?倒车影像?停车监控?前车碰撞预警?前车车距侦测?变道辅助?固定测速?流动测速?碰撞感应?蓝牙?轨道偏移预警?限速标志提醒?前后录像?前后双镜头?智能声控,微信接人,FM发射",315336266,lingdumld.tmall.com
104,tmall,572553888298,https://detail.tmall.com/item.htm?id=572553888298,捷渡?汽车?高清夜视行车记录仪双镜头全景24小时监控电子,479.00 - 869.00,2931,4.9,,,,"产品名称：JADO/捷渡 D550主镜头光圈:?F2.0品牌:?JADO/捷渡型号:?D550套餐:?官方标配?套餐一?套餐二?套餐三?套餐四?套餐五?套餐六?套餐七?套餐八安装类型:?后视镜影像分辨率:?1080p拍照像素:?1200万摄像像素:?500万画面视角:?140°运行内存:?1GB镜头数量:?双镜头颜色分类:?黑色屏幕尺寸:?7英寸功能:?夜视加强?夜视补光?循环录像?微信查车，智能声控，微信接人，违章查询，FM发射，?微光夜视加强?画面畸形修正?移动侦测?GPS定位?GPS导航?WIFI?上网?倒车影像?停车监控?固定测速?碰撞感应?蓝牙?限速标志提醒?前后录像?前后双镜头?智能声控,微信接人,FM发射",218390534,danjiecp.tmall.com
105,tmall,562279756255,https://detail.tmall.com/item.htm?id=562279756255,70迈行车记录仪高清夜视停车监控单镜头汽车载新款无线迷你隐藏式,528.00 - 678.00,11198,4.8,,,,"产品名称：70迈 Midrive D01主镜头光圈:?F2.2品牌:?70迈型号:?Midrive D01套餐:?官方标配?套餐一?套餐二?套餐三?套餐四?套餐五安装类型:?迷你机影像分辨率:?1080p拍照像素:?200万摄像像素:?200万画面视角:?130°运行内存:?512MB镜头数量:?单镜头颜色分类:?黑色屏幕尺寸:?不带屏幕功能:?夜视加强?循环录像?画面畸形修正?WIFI?停车监控?短视频分享?碰撞感应?智能声控,微信接人,FM发射",565894539,youcheyihoucp.tmall.com
106,tmall,522053614639,https://detail.tmall.com/item.htm?id=522053614639,360行车记录仪高清夜视新款汽车载迷你单镜头24小时停车监控无线,688.00 - 1129.00,161547,4.8,,,,产品名称：360 J501C主镜头光圈:?F2.2品牌:?360型号:?J501C套餐:?官方标配?套餐一?套餐二?套餐三?套餐四?套餐五?套餐六?套餐七安装类型:?迷你机影像分辨率:?1080p拍照像素:?200万摄像像素:?300万画面视角:?140°运行内存:?无镜头数量:?单镜头颜色分类:?黑色屏幕尺寸:?2.0英寸功能:?夜视加强?循环录像?微光夜视加强?画面畸形修正?WIFI?停车监控?短视频分享?碰撞感应,129425083,360chepin.tmall.com
107,tmall,566333229820,https://detail.tmall.com/item.htm?id=566333229820,新款凌度行车记录仪双镜头高清夜视全景倒车影像电子狗24小时监控,476.00 - 656.00,8476,4.9,,,,产品名称：凌度 S18主镜头光圈:?F2.4品牌:?凌度型号:?S18套餐:?官方标配?套餐一?套餐二?套餐三?套餐四安装类型:?迷你机影像分辨率:?1080p拍照像素:?1200万摄像像素:?800万画面视角:?170°运行内存:?2GB镜头数量:?双镜头颜色分类:?黑色屏幕尺寸:?2.3英寸功能:?夜视加强?循环录像?移动侦测?GPS定位?倒车影像?停车监控?固定测速?碰撞感应?限速标志提醒?前后录像?前后双镜头,538291923,lingduxt.tmall.com
108,tmall,572197283184,https://detail.tmall.com/item.htm?id=572197283184,丁威特新款行车记录仪单双镜头高清夜视汽车360度全景24小时监控,699.00 - 1299.00,1702,4.8,,,,"产品名称：丁威特 R902主镜头光圈:?F2.0品牌:?丁威特型号:?R902套餐:?官方标配?套餐一?套餐二?套餐三?套餐四?套餐五?套餐六?套餐七?套餐八安装类型:?后视镜影像分辨率:?1080p拍照像素:?1200万摄像像素:?1200万画面视角:?170°运行内存:?1GB镜头数量:?双镜头颜色分类:?黑色屏幕尺寸:?8英寸功能:?夜视补光?循环录像?微信查车，智能声控，微信接人，违章查询，FM发射，?微光夜视加强?画面畸形修正?移动侦测?GPS定位?WIFI?上网?倒车影像?停车监控?前车碰撞预警?变道辅助?固定测速?流动测速?疲劳驾驶提醒?碰撞感应?蓝牙?轨道偏移预警?前后录像?前后双镜头?智能声控,微信接人,FM发射",106856088,dingweite.tmall.com
109,tmall,555989380278,https://detail.tmall.com/item.htm?id=555989380278,新款行车记录仪双镜头高清夜视24小时监控车载测速电子狗一体全景,1478.00 - 3268.00,19220,4.9,,,,产品名称：XGE S11主镜头光圈:?F2.0品牌:?XGE型号:?S11套餐:?官方标配?套餐一?套餐二?套餐三?套餐四?套餐五?套餐六?套餐七?套餐八安装类型:?迷你影像分辨率:?1080p拍照像素:?1200万摄像像素:?800万画面视角:?170°运行内存:?2GB镜头数量:?双镜头颜色分类:?黑色屏幕尺寸:?4.5英寸功能:?循环录像?微信查车，智能声控，微信接人，违章查询，FM发射，?画面畸形修正?移动侦测?GPS定位?倒车影像?停车监控?固定测速?流动测速?碰撞感应?限速标志提醒?前后录像?前后双镜头,116926199,xgecp.tmall.com
110,tmall,573506963091,https://detail.tmall.com/item.htm?id=573506963091,新款后视镜汽车行车记录仪双镜头高清夜视全景双录监控360度广角,398.00 - 798.00,1206,4.9,,,,产品名称：waystar/微视达 H7主镜头光圈:?F1.8品牌:?waystar/微视达型号:?H7套餐:?官方标配?套餐一?套餐二?套餐三?套餐四?套餐五?套餐六?套餐七?套餐八安装类型:?后视镜影像分辨率:?1080p拍照像素:?1200万摄像像素:?800万画面视角:?170°运行内存:?2GB镜头数量:?双镜头颜色分类:?黑色屏幕尺寸:?7英寸功能:?循环录像?微光夜视加强?移动侦测?GPS定位?倒车影像?停车监控?固定测速?碰撞感应?车牌水印?前后录像?前后双镜头,110849173,abecp.tmall.com
111,tmall,548221827793,https://detail.tmall.com/item.htm?id=548221827793,凌度?新款行车记录仪单双镜头高清夜视凌渡全景汽车载24小时监控,1999.00 - 2449.00,14624,4.7,,,,产品名称：凌度 HS990B主镜头光圈:?F2.0品牌:?凌度型号:?HS990B套餐:?官方标配?套餐一?套餐二?套餐三?套餐四?套餐五?套餐六?套餐七?套餐八安装类型:?后视镜影像分辨率:?1080p拍照像素:?1600万摄像像素:?1200万画面视角:?170°运行内存:?2GB镜头数量:?双镜头颜色分类:?黑色屏幕尺寸:?5英寸功能:?夜视加强?夜视补光?循环录像?微光夜视加强?画面畸形修正?移动侦测?倒车影像?停车监控?前车碰撞预警?固定测速?流动测速?碰撞感应?行人防撞预警?限速标志提醒?车牌水印?前后录像?前后双镜头,103566636,kaimaicp.tmall.com
112,tmall,562520752276,https://detail.tmall.com/item.htm?id=562520752276,70迈智能行车记录仪新款高清夜视大广角WiFi无线互联隐藏式安装,209.00 - 239.00,3725,4.8,,,,产品名称：70迈 Midrive D01主镜头光圈:?F2.2品牌:?70迈型号:?Midrive D01套餐:?官方标配?套餐一?套餐二安装类型:?迷你机影像分辨率:?1080p拍照像素:?200万摄像像素:?130万画面视角:?130°运行内存:?512MB镜头数量:?单镜头颜色分类:?黑色屏幕尺寸:?不带屏幕功能:?循环录像?画面畸形修正?短视频分享,128573071,suning.tmall.com
113,tmall,573215210100,https://detail.tmall.com/item.htm?id=573215210100,吉弘新款汽车载行车记录仪双镜头高清全景24小时监控夜视倒车影像,700.00 - 1141.00,1296,4.9,,,,"产品名称：JIHONG/吉弘 c802主镜头光圈:?F2.0品牌:?JIHONG/吉弘型号:?C802套餐:?官方标配?套餐一?套餐二?套餐三?套餐四?套餐五?套餐六?套餐七?套餐八安装类型:?后视镜影像分辨率:?1080p拍照像素:?500万摄像像素:?500万画面视角:?140°运行内存:?1GB镜头数量:?双镜头颜色分类:?银色屏幕尺寸:?7英寸功能:?夜视加强?夜视补光?循环录像?微信查车，智能声控，微信接人，违章查询，FM发射，?微光夜视加强?移动侦测?GPS定位?GPS导航?WIFI?上网?倒车影像?停车监控?前车碰撞预警?固定测速?碰撞感应?蓝牙?行人防撞预警?轨道偏移预警?前后录像?前后双镜头?智能声控,微信接人,FM发射",174844516,jihongqcyp.tmall.com
114,tmall,527430422517,https://detail.tmall.com/item.htm?id=527430422517,新款隐藏式行车记录仪双镜头高清夜视全景无线电子狗带24小时监控,1398.00 - 1796.00,29527,4.9,,,,产品名称：摩卡伦 U600主镜头光圈:?F2.0品牌:?摩卡伦型号:?U600套餐:?官方标配?套餐一?套餐二?套餐三?套餐四?套餐五安装类型:?专车专用影像分辨率:?1080p拍照像素:?1200万摄像像素:?1200万画面视角:?170°运行内存:?1GB镜头数量:?单镜头颜色分类:?黑色屏幕尺寸:?不带屏幕功能:?夜视加强?循环录像?微信查车，智能声控，微信接人，违章查询，FM发射，?GPS定位?WIFI?停车监控?固定测速?碰撞感应?限速标志提醒?前后录像?前后双镜头,106758919,songyucp.tmall.com
115,tmall,547103480535,https://detail.tmall.com/item.htm?id=547103480535,盯盯拍mini2S无线行车记录仪高清夜视24小时监控车载记录仪迷你,818.00 - 938.00,15001,4.8,,,,产品名称：盯盯拍 mini 2s主镜头光圈:?F1.8品牌:?盯盯拍型号:?mini 2s套餐:?官方标配?套餐一?套餐二?套餐三?套餐四安装类型:?迷你机影像分辨率:?1440P拍照像素:?400万摄像像素:?400万画面视角:?140°运行内存:?256MB镜头数量:?单镜头颜色分类:?黑色屏幕尺寸:?不带屏幕功能:?夜视加强?循环录像?微光夜视加强?画面畸形修正?WIFI?停车监控?短视频分享?碰撞感应,117290489,dingdingpai.tmall.com
116,tmall,548143505278,https://detail.tmall.com/item.htm?id=548143505278,小蚁行车记录仪高清夜视1296Pwifi智能广角摄像青春版单口车充,279.00 - 377.00,3426,4.8,,,,产品名称：yi YCS.1016.CN主镜头光圈:?F1.8品牌:?yi型号:?YCS.1016.CN套餐:?官方标配?套餐一?套餐二?套餐三安装类型:?迷你机影像分辨率:?1296P拍照像素:?300万摄像像素:?300万画面视角:?165°运行内存:?无镜头数量:?单镜头颜色分类:?青春版屏幕尺寸:?2.7英寸功能:?循环录像,128573071,suning.tmall.com
117,tmall,545897526419,https://detail.tmall.com/item.htm?id=545897526419,小米米家行车记录仪高清夜视智能广角1080P单镜头汽车行车录像,369.00,7852,4.8,,,,产品名称：Xiaomi/小米 MJXCJLY01BY主镜头光圈:?F1.8品牌:?Xiaomi/小米型号:?MJXCJLY01BY套餐:?官方标配安装类型:?迷你机影像分辨率:?1080p拍照像素:?其它摄像像素:?200万画面视角:?160°运行内存:?无镜头数量:?单镜头颜色分类:?黑色屏幕尺寸:?2.7英寸功能:?夜视加强?循环录像?WIFI?碰撞感应,128573071,suning.tmall.com
118,tmall,542969739867,https://detail.tmall.com/item.htm?id=542969739867,小蚁行车记录仪高清夜视1296Pwifi智能广角摄像首发版双口车充,299.00 - 387.00,4014,4.9,,,,产品名称：yi YCS.1016.CN主镜头光圈:?F1.8品牌:?yi型号:?YCS.1016.CN套餐:?官方标配?套餐一?套餐二?套餐三安装类型:?迷你机影像分辨率:?1296P拍照像素:?300万摄像像素:?300万画面视角:?165°运行内存:?无镜头数量:?单镜头颜色分类:?首发版屏幕尺寸:?2.7英寸功能:?循环录像,128573071,suning.tmall.com
119,tmall,573870291484,https://detail.tmall.com/item.htm?id=573870291484,车载汽车新款行车记录仪单双镜头高清夜视360度全景24小时监控,112.00 - 516.00,1196,4.9,,,,产品名称：丽爵 Q6主镜头光圈:?F2.8品牌:?丽爵型号:?Q6套餐:?官方标配?套餐一?套餐二?套餐三?套餐四?套餐五?套餐六?套餐七?套餐八安装类型:?后视镜影像分辨率:?1080p拍照像素:?1800万摄像像素:?1800万画面视角:?170°运行内存:?2GB镜头数量:?双镜头颜色分类:?黑色屏幕尺寸:?4.3英寸功能:?夜视补光?循环录像?移动侦测?倒车影像?停车监控?流动测速?碰撞感应?前后录像?前后双镜头,127899616,lijueqcyp.tmall.com
120,tmall,45889296831,https://detail.tmall.com/item.htm?id=45889296831,新款行车记录仪高清夜视单双镜头360度全景汽车载测速电子狗一体,747.50 - 1288.00,66065,4.8,,,,产品名称：XGE S3主镜头光圈:?F2.0品牌:?XGE型号:?S3套餐:?官方标配?套餐一?套餐二?套餐三?套餐四?套餐五?套餐六?套餐七?套餐八安装类型:?迷你机影像分辨率:?1080p拍照像素:?1200万摄像像素:?600万以上画面视角:?170°运行内存:?1GB镜头数量:?双镜头颜色分类:?黑色屏幕尺寸:?2.4英寸功能:?夜视加强?循环录像?画面畸形修正?移动侦测?GPS定位?倒车影像?停车监控?固定测速?流动测速?碰撞感应?限速标志提醒?前后录像?前后双镜头,107880170,jtxqcyp.tmall.com
121,tmall,558904397219,https://detail.tmall.com/item.htm?id=558904397219,盯盯拍mini3新款行车记录仪高清夜视360度全景隐藏式行车记录仪,1999.00,13779,4.7,,,,产品名称：盯盯拍 MINI3主镜头光圈:?F1.8品牌:?盯盯拍型号:?MINI3套餐:?官方标配?套餐一?套餐二?套餐三安装类型:?迷你机影像分辨率:?1600P拍照像素:?500万摄像像素:?500万画面视角:?140°运行内存:?256MB镜头数量:?单镜头颜色分类:?星空黑?星空色屏幕尺寸:?不带屏幕功能:?夜视加强?循环录像?微光夜视加强?画面畸形修正?WIFI?停车监控?短视频分享?碰撞感应,117290489,dingdingpai.tmall.com
122,tmall,563486076589,https://detail.tmall.com/item.htm?id=563486076589,360行车记录仪G300高清夜视隐藏式迷你汽车载无线测速电子狗一体,999.00 - 1099.00,2690,4.7,,,,产品名称：360 G300主镜头光圈:?F2.2品牌:?360型号:?G300套餐:?官方标配?套餐一?套餐二?套餐三?套餐四?套餐五?套餐六安装类型:?迷你机影像分辨率:?1080p拍照像素:?200万摄像像素:?200万画面视角:?140°运行内存:?无镜头数量:?单镜头颜色分类:?黑灰色屏幕尺寸:?2.0英寸功能:?夜视加强?循环录像?画面畸形修正?移动侦测?GPS定位?WIFI?固定测速?疲劳驾驶提醒?短视频分享?碰撞感应?限速标志提醒,109020845,360.tmall.com
123,tmall,569695396670,https://detail.tmall.com/item.htm?id=569695396670,新款汽车行车记录仪双镜头高清夜视全景测速电子狗一体24小时监控,176.00 - 476.00,2709,4.8,,,,产品名称：好奇号 G500主镜头光圈:?F2.0品牌:?好奇号型号:?G500套餐:?官方标配?套餐二?套餐三?套餐四安装类型:?迷你机影像分辨率:?1080p拍照像素:?1800万摄像像素:?1800万画面视角:?170°运行内存:?2GB镜头数量:?双镜头颜色分类:?黑色屏幕尺寸:?2.7英寸功能:?夜视加强?夜视补光?循环录像?微光夜视加强?画面畸形修正?移动侦测?GPS定位?倒车影像?停车监控?固定测速?前后录像?前后双镜头,113746071,haoqihaoyss.tmall.com
124,tmall,531965481898,https://detail.tmall.com/item.htm?id=531965481898,360行车记录仪二代新款高清夜视美猴王汽车载无线测速电子狗一体,669.00 - 1199.00,70532,4.8,,,,产品名称：360 j511C主镜头光圈:?F2.0品牌:?360型号:?j511C套餐:?官方标配?套餐一?套餐二?套餐三?套餐四?套餐五?套餐六?套餐七?套餐八安装类型:?迷你机影像分辨率:?1080p拍照像素:?300万摄像像素:?200万画面视角:?165°运行内存:?无镜头数量:?单镜头颜色分类:?黑色屏幕尺寸:?3.0英寸功能:?夜视加强?循环录像?微光夜视加强?画面畸形修正?移动侦测?GPS定位?WIFI?停车监控?前车碰撞预警?固定测速?短视频分享?碰撞感应?轨道偏移预警,129425083,360chepin.tmall.com
